Player Name,From Year,To Year,Position,Height,Weight,Birth Date,Player URL
Chris Chiozza,2019,2022,G,5-11,175,"November 21, 1995",https://www.basketball-reference.com/players/c/chiozch01.html
Leroy Chollet,1950,1951,F,6-2,190,"March 5, 1925",https://www.basketball-reference.com/players/c/chollle01.html
Jim Chones,1973,1982,C-F,6-11,220,"November 30, 1949",https://www.basketball-reference.com/players/c/choneji01.html
Marquese Chriss,2017,2022,F,6-9,240,"July 2, 1997",https://www.basketball-reference.com/players/c/chrisma01.html
Fred Christ,1955,1955,G,6-4,210,"August 6, 1930",https://www.basketball-reference.com/players/c/chrisfr01.html
Cal Christensen,1951,1955,F-C,6-5,210,"June 6, 1927",https://www.basketball-reference.com/players/c/chrisca01.html
Bob Christian,1970,1974,C,6-10,255,"May 11, 1946",https://www.basketball-reference.com/players/c/chrisbo01.html
Doug Christie,1993,2007,G-F,6-6,200,"May 9, 1970",https://www.basketball-reference.com/players/c/chrisdo01.html
Max Christie,2023,2024,G,6-6,190,"February 10, 2003",https://www.basketball-reference.com/players/c/chrisma02.html
Dionte Christmas,2014,2014,G,6-5,205,"September 15, 1986",https://www.basketball-reference.com/players/c/chrisdi01.html
Rakeem Christmas,2016,2017,F,6-9,250,"December 1, 1991",https://www.basketball-reference.com/players/c/chrisra01.html
Semaj Christon,2017,2017,G,6-3,190,"November 1, 1992",https://www.basketball-reference.com/players/c/chrisse01.html
Josh Christopher,2022,2023,G,6-5,215,"December 8, 2001",https://www.basketball-reference.com/players/c/chrisjo01.html
Patrick Christopher,2015,2015,G-F,6-5,209,"June 3, 1988",https://www.basketball-reference.com/players/c/chrispa01.html
Steve Chubin,1968,1970,G,6-2,200,"February 8, 1944",https://www.basketball-reference.com/players/c/chubist01.html
Robert Churchwell,1996,1996,G-F,6-6,195,"February 20, 1972",https://www.basketball-reference.com/players/c/churcro01.html
Sidy Cissoko,2024,2024,G,6-8,200,"April 2, 2004",https://www.basketball-reference.com/players/c/cissosi01.html
Archie Clark,1967,1976,G,6-2,175,"July 15, 1941",https://www.basketball-reference.com/players/c/clarkar01.html
Carlos Clark,1984,1985,G,6-4,210,"August 10, 1960",https://www.basketball-reference.com/players/c/clarkca01.html
Dick Clark,1968,1969,G,6-4,190,"January 5, 1944",https://www.basketball-reference.com/players/c/clarkri01.html
Earl Clark,2010,2015,F,6-10,225,"January 17, 1988",https://www.basketball-reference.com/players/c/clarkea01.html
Gary Clark,2019,2022,F,6-6,225,"November 16, 1994",https://www.basketball-reference.com/players/c/clarkga01.html
Ian Clark,2014,2019,G,6-3,175,"March 7, 1991",https://www.basketball-reference.com/players/c/clarkia01.html
Keon Clark,1999,2004,F-C,6-11,220,"April 16, 1975",https://www.basketball-reference.com/players/c/clarkke01.html
Brandon Clarke,2020,2024,F,6-8,215,"September 19, 1996",https://www.basketball-reference.com/players/c/clarkbr01.html
Coty Clarke,2016,2016,F,6-7,232,"July 4, 1992",https://www.basketball-reference.com/players/c/clarkco01.html
Jordan Clarkson,2015,2024,G,6-3,194,"June 7, 1992",https://www.basketball-reference.com/players/c/clarkjo01.html
Gian Clavell,2018,2018,G,6-4,185,"November 26, 1993",https://www.basketball-reference.com/players/c/clavegi01.html
Victor Claver,2013,2015,F,6-9,224,"August 30, 1988",https://www.basketball-reference.com/players/c/clavevi01.html
John Clawson,1969,1969,F,6-4,200,"May 15, 1944",https://www.basketball-reference.com/players/c/clawsjo01.html
Charles Claxton,1996,1996,C,7-0,265,"December 13, 1970",https://www.basketball-reference.com/players/c/claxtch01.html
Nic Claxton,2020,2024,C,6-11,215,"April 17, 1999",https://www.basketball-reference.com/players/c/claxtni01.html
Speedy Claxton,2002,2009,G,5-11,166,"May 8, 1978",https://www.basketball-reference.com/players/c/claxtsp01.html
Jim Cleamons,1972,1980,G,6-3,185,"September 13, 1949",https://www.basketball-reference.com/players/c/cleamji01.html
Mateen Cleaves,2001,2006,G,6-2,205,"September 7, 1977",https://www.basketball-reference.com/players/c/cleavma01.html
Barry Clemens,1966,1976,F,6-6,210,"May 1, 1943",https://www.basketball-reference.com/players/c/clemeba01.html
Chris Clemons,2020,2020,G,5-9,180,"July 23, 1997",https://www.basketball-reference.com/players/c/clemoch01.html
Antonius Cleveland,2018,2020,G,6-5,195,"February 2, 1994",https://www.basketball-reference.com/players/c/clevean01.html
Nat Clifton,1951,1958,C-F,6-6,220,"October 13, 1922",https://www.basketball-reference.com/players/c/cliftna01.html
Bill Closs,1950,1952,F-C,6-5,195,"January 8, 1922",https://www.basketball-reference.com/players/c/clossbi01.html
Keith Closs,1998,2000,C,7-3,212,"April 3, 1976",https://www.basketball-reference.com/players/c/closske01.html
Noah Clowney,2024,2024,F,6-10,210,"July 14, 2004",https://www.basketball-reference.com/players/c/clownno01.html
Paul Cloyd,1950,1950,G-F,6-2,180,"June 13, 1920",https://www.basketball-reference.com/players/c/cloydpa01.html
Bob Cluggish,1947,1947,C,6-10,235,"September 18, 1917",https://www.basketball-reference.com/players/c/cluggbo01.html
Ben Clyde,1975,1975,F,6-7,198,"June 10, 1952",https://www.basketball-reference.com/players/c/clydebe01.html
Amir Coffey,2020,2024,G,6-7,210,"June 17, 1997",https://www.basketball-reference.com/players/c/coffeam01.html
Richard Coffey,1991,1991,F,6-6,212,"September 2, 1965",https://www.basketball-reference.com/players/c/cofferi01.html
Fred Cofield,1986,1987,G,6-3,190,"January 4, 1962",https://www.basketball-reference.com/players/c/cofiefr01.html
John Coker,1996,2001,C,7-0,253,"October 28, 1971",https://www.basketball-reference.com/players/c/cokerjo01.html
Norris Cole,2012,2017,G,6-2,175,"October 13, 1988",https://www.basketball-reference.com/players/c/coleno01.html
Ben Coleman,1987,1994,F,6-9,235,"November 14, 1961",https://www.basketball-reference.com/players/c/colembe01.html
Derrick Coleman,1991,2005,F-C,6-10,230,"June 21, 1967",https://www.basketball-reference.com/players/c/colemde01.html
E.C. Coleman,1974,1979,F,6-8,225,"September 25, 1950",https://www.basketball-reference.com/players/c/colemec01.html
Jack Coleman,1950,1958,F-C,6-7,195,"May 23, 1924",https://www.basketball-reference.com/players/c/colemja01.html
Norris Coleman,1988,1988,F,6-8,210,"September 27, 1961",https://www.basketball-reference.com/players/c/colemno01.html
Bimbo Coles,1991,2004,G,6-1,180,"April 22, 1968",https://www.basketball-reference.com/players/c/colesbi01.html
Jason Collier,2001,2005,C,7-0,260,"September 8, 1977",https://www.basketball-reference.com/players/c/collija02.html
Art Collins,1981,1981,G,6-4,185,"April 14, 1954",https://www.basketball-reference.com/players/c/colliar01.html
Don Collins,1981,1987,F-G,6-6,190,"November 28, 1958",https://www.basketball-reference.com/players/c/collido02.html
Doug Collins,1974,1981,G-F,6-6,180,"July 28, 1951",https://www.basketball-reference.com/players/c/collido01.html
James Collins,1998,1998,G,6-4,196,"November 5, 1973",https://www.basketball-reference.com/players/c/collija01.html
Jarron Collins,2002,2011,F-C,6-11,255,"December 2, 1978",https://www.basketball-reference.com/players/c/collija03.html
Jason Collins,2002,2014,C,7-0,255,"December 2, 1978",https://www.basketball-reference.com/players/c/collija04.html
Jimmy Collins,1971,1972,G,6-2,175,"November 24, 1946",https://www.basketball-reference.com/players/c/colliji01.html
John Collins,2018,2024,F,6-9,235,"September 23, 1997",https://www.basketball-reference.com/players/c/collijo01.html
Mardy Collins,2007,2010,G,6-6,220,"August 4, 1984",https://www.basketball-reference.com/players/c/collima01.html
Sherron Collins,2011,2011,G,5-11,205,"March 18, 1987",https://www.basketball-reference.com/players/c/collish01.html
Zach Collins,2018,2024,C-F,6-11,250,"November 19, 1997",https://www.basketball-reference.com/players/c/colliza01.html
Kyle Collinsworth,2018,2018,G-F,6-6,210,"October 3, 1991",https://www.basketball-reference.com/players/c/colliky01.html
Darren Collison,2010,2022,G,6-0,175,"August 23, 1987",https://www.basketball-reference.com/players/c/collida01.html
Nick Collison,2005,2018,F,6-10,255,"October 26, 1980",https://www.basketball-reference.com/players/c/collini01.html
Joe Colone,1949,1949,F,6-5,210,"January 23, 1924",https://www.basketball-reference.com/players/c/colonjo01.html
Bonzie Colson,2019,2019,F,6-6,224,"January 12, 1996",https://www.basketball-reference.com/players/c/colsobo01.html
Sean Colson,2001,2001,G,6-0,175,"July 1, 1975",https://www.basketball-reference.com/players/c/colsose01.html
Steve Colter,1985,1995,G,6-3,165,"July 24, 1962",https://www.basketball-reference.com/players/c/coltest01.html
Chance Comanche,2023,2023,F-C,6-10,210,"April 14, 1996",https://www.basketball-reference.com/players/c/comanch01.html
Glen Combs,1969,1975,G,6-2,185,"October 30, 1946",https://www.basketball-reference.com/players/c/combsgl01.html
Leroy Combs,1984,1984,F,6-8,210,"January 1, 1961",https://www.basketball-reference.com/players/c/combsle01.html
John Comeaux,1968,1968,F,6-5,193,"September 15, 1943",https://www.basketball-reference.com/players/c/comeajo01.html
Dallas Comegys,1988,1989,F,6-9,205,"August 17, 1964",https://www.basketball-reference.com/players/c/comegda01.html
Larry Comley,1964,1964,G,6-5,210,"August 17, 1939",https://www.basketball-reference.com/players/c/comlela01.html
Jeff Congdon,1968,1972,G,6-1,180,"October 17, 1943",https://www.basketball-reference.com/players/c/congdje01.html
Gene Conley,1953,1964,C-F,6-8,225,"November 10, 1930",https://www.basketball-reference.com/players/c/conlege01.html
Larry Conley,1968,1968,G,6-3,175,"January 22, 1944",https://www.basketball-reference.com/players/c/conlela01.html
Mike Conley,2008,2024,G,6-0,175,"October 11, 1987",https://www.basketball-reference.com/players/c/conlemi01.html
Ed Conlin,1956,1962,F-G,6-5,200,"September 2, 1933",https://www.basketball-reference.com/players/c/conlied01.html
Marty Conlon,1992,2000,F-C,6-10,224,"January 19, 1968",https://www.basketball-reference.com/players/c/conloma01.html
Pat Connaughton,2016,2024,G,6-5,209,"January 6, 1993",https://www.basketball-reference.com/players/c/connapa01.html
Jimmy Conner,1976,1976,G,6-4,190,"March 20, 1953",https://www.basketball-reference.com/players/c/conneji01.html
Lester Conner,1983,1995,G,6-4,180,"September 17, 1959",https://www.basketball-reference.com/players/c/connele01.html
Chuck Connors,1947,1948,F-C,6-5,190,"April 10, 1921",https://www.basketball-reference.com/players/c/connoch01.html
Will Conroy,2007,2013,G,6-2,195,"December 8, 1982",https://www.basketball-reference.com/players/c/conrowi01.html
Anthony Cook,1991,1996,F-C,6-9,205,"March 19, 1967",https://www.basketball-reference.com/players/c/cookan01.html
Bert Cook,1955,1955,G-F,6-3,185,"April 26, 1929",https://www.basketball-reference.com/players/c/cookbe01.html
Bobby Cook,1950,1950,G-F,5-10,155,"April 1, 1923",https://www.basketball-reference.com/players/c/cookbo01.html
Brian Cook,2004,2012,F,6-9,234,"December 4, 1980",https://www.basketball-reference.com/players/c/cookbr01.html
Daequan Cook,2008,2013,G,6-5,205,"April 28, 1987",https://www.basketball-reference.com/players/c/cookda02.html
Darwin Cook,1981,1989,G,6-3,184,"August 6, 1958",https://www.basketball-reference.com/players/c/cookda01.html
Jeff Cook,1980,1988,F-C,6-10,215,"October 21, 1956",https://www.basketball-reference.com/players/c/cookje01.html
Norm Cook,1977,1978,F,6-8,210,"March 21, 1955",https://www.basketball-reference.com/players/c/cookno01.html
Omar Cook,2004,2005,G,6-1,190,"January 28, 1982",https://www.basketball-reference.com/players/c/cookom01.html
Quinn Cook,2017,2021,G,6-1,180,"March 23, 1993",https://www.basketball-reference.com/players/c/cookqu01.html
Tyler Cook,2020,2022,F,6-8,255,"September 23, 1997",https://www.basketball-reference.com/players/c/cookty01.html
Charles Cooke,2018,2018,G,6-5,196,"July 1, 1994",https://www.basketball-reference.com/players/c/cookech01.html
David Cooke,1986,1986,F,6-8,230,"September 27, 1963",https://www.basketball-reference.com/players/c/cookeda01.html
Joe Cooke,1971,1971,G,6-3,175,"August 14, 1948",https://www.basketball-reference.com/players/c/cookejo01.html
Xavier Cooks,2023,2023,F,6-8,183,"August 19, 1995",https://www.basketball-reference.com/players/c/cooksxa01.html
Jack Cooley,2015,2018,F-C,6-9,260,"April 12, 1991",https://www.basketball-reference.com/players/c/cooleja01.html
Chuck Cooper,1951,1956,F,6-5,210,"September 29, 1926",https://www.basketball-reference.com/players/c/coopech01.html
Duane Cooper,1993,1994,G,6-1,185,"June 25, 1969",https://www.basketball-reference.com/players/c/coopedu01.html
Joe Cooper,1982,1985,C-F,6-10,230,"September 1, 1957",https://www.basketball-reference.com/players/c/coopejo01.html
Michael Cooper,1979,1990,G-F,6-7,170,"April 15, 1956",https://www.basketball-reference.com/players/c/coopemi01.html
Sharife Cooper,2022,2022,G,6-1,180,"June 11, 2001",https://www.basketball-reference.com/players/c/coopesh01.html
Wayne Cooper,1979,1992,C-F,6-10,220,"November 16, 1956",https://www.basketball-reference.com/players/c/coopewa01.html
Tom Copa,1992,1992,C,6-10,275,"October 30, 1964",https://www.basketball-reference.com/players/c/copato01.html
Chris Copeland,2013,2016,F,6-9,239,"March 17, 1984",https://www.basketball-reference.com/players/c/copelch01.html
Hollis Copeland,1980,1982,F,6-6,180,"December 20, 1955",https://www.basketball-reference.com/players/c/copelho01.html
Lanard Copeland,1990,1992,G,6-6,190,"July 16, 1965",https://www.basketball-reference.com/players/c/copella01.html
Tyrone Corbin,1986,2001,G-F,6-6,210,"December 31, 1962",https://www.basketball-reference.com/players/c/corbity01.html
Chris Corchiani,1992,1994,G,6-0,185,"March 28, 1968",https://www.basketball-reference.com/players/c/corchch01.html
Ken Corley,1947,1947,C,6-5,210,"May 10, 1920",https://www.basketball-reference.com/players/c/corleke01.html
Ray Corley,1950,1953,G,6-0,180,"January 14, 1928",https://www.basketball-reference.com/players/c/corlera01.html
Petr Cornelie,2022,2022,F,6-11,220,"July 26, 1995",https://www.basketball-reference.com/players/c/cornepe01.html
Dave Corzine,1979,1991,C,6-11,250,"April 25, 1956",https://www.basketball-reference.com/players/c/corzida01.html
Larry Costello,1955,1968,G,6-1,186,"July 2, 1931",https://www.basketball-reference.com/players/c/costela01.html
Matt Costello,2018,2018,F,6-9,245,"August 5, 1993",https://www.basketball-reference.com/players/c/costema01.html
Bryce Cotton,2015,2016,G,6-1,165,"August 11, 1992",https://www.basketball-reference.com/players/c/cottobr01.html
Jack Cotton,1950,1950,F-C,6-7,200,"October 25, 1924",https://www.basketball-reference.com/players/c/cottoja01.html
James Cotton,1998,1999,G,6-5,220,"December 14, 1975",https://www.basketball-reference.com/players/c/cottoja02.html
John Coughran,1980,1980,F,6-7,225,"September 12, 1951",https://www.basketball-reference.com/players/c/coughjo01.html
Bilal Coulibaly,2024,2024,F,6-6,195,"July 26, 2004",https://www.basketball-reference.com/players/c/coulibi01.html
Ricky Council IV,2024,2024,G,6-6,205,"August 3, 2001",https://www.basketball-reference.com/players/c/councri01.html
Mel Counts,1965,1976,C-F,7-0,230,"October 16, 1941",https://www.basketball-reference.com/players/c/countme01.html
Steve Courtin,1965,1965,G,6-1,188,"September 21, 1942",https://www.basketball-reference.com/players/c/courtst01.html
Joe Courtney,1993,1997,F,6-8,235,"October 17, 1969",https://www.basketball-reference.com/players/c/courtjo01.html
Marcus Cousin,2011,2011,C,6-11,245,"December 18, 1986",https://www.basketball-reference.com/players/c/cousima01.html
DeMarcus Cousins,2011,2022,C-F,6-10,270,"August 13, 1990",https://www.basketball-reference.com/players/c/couside01.html
Bob Cousy,1951,1970,G,6-1,175,"August 9, 1928",https://www.basketball-reference.com/players/c/cousybo01.html
Robert Covington,2014,2024,F-C,6-7,209,"December 14, 1990",https://www.basketball-reference.com/players/c/covinro01.html
Dave Cowens,1971,1983,C-F,6-9,230,"October 25, 1948",https://www.basketball-reference.com/players/c/cowenda01.html
Chubby Cox,1983,1983,G,6-2,180,"December 29, 1955",https://www.basketball-reference.com/players/c/coxch01.html
Johnny Cox,1963,1963,G,6-4,180,"November 1, 1936",https://www.basketball-reference.com/players/c/coxjo01.html
Wesley Cox,1978,1979,F,6-6,215,"January 27, 1955",https://www.basketball-reference.com/players/c/coxwe01.html
Allen Crabbe,2014,2020,G-F,6-5,212,"April 9, 1992",https://www.basketball-reference.com/players/c/crabbal01.html
Torrey Craig,2018,2024,G-F,6-7,221,"December 19, 1990",https://www.basketball-reference.com/players/c/craigto01.html
Chris Crawford,1998,2004,F,6-9,235,"May 13, 1975",https://www.basketball-reference.com/players/c/crawfch01.html
Freddie Crawford,1967,1971,G-F,6-4,189,"December 23, 1941",https://www.basketball-reference.com/players/c/crawffr01.html
Jamal Crawford,2001,2020,G,6-5,185,"March 20, 1980",https://www.basketball-reference.com/players/c/crawfja01.html
